"","gene_name","logFC","pvalue","hit_annotation","LipidProbe"
"405","ETHE1",0.168334147,0.162882272,"no hit","8-3 FA"
"406","COLGALT1",0.192100103,0.162997186,"no hit","8-3 FA"
"407","RPS14",-0.17016154,0.165148205,"no hit","8-3 FA"
"408","NDUFAF7",0.178537181,0.165359355,"no hit","8-3 FA"
"409","NAPA",0.203926218,0.166056954,"no hit","8-3 FA"
"410","ATP5C1",0.246054181,0.166590536,"no hit","8-3 FA"
"411","MPRIP",0.193048865,0.166961137,"no hit","8-3 FA"
"412","ACLY",-0.260694888,0.16744776,"no hit","8-3 FA"
"413","TPM4",-0.403876191,0.168530407,"no hit","8-3 FA"
"414","NAGLU",0.212770958,0.169273832,"no hit","8-3 FA"
"415","PSMA7",-0.174548347,0.169399074,"no hit","8-3 FA"
"416","PES1",0.249740795,0.169493202,"no hit","8-3 FA"
"417","RAI14",0.243391646,0.169610915,"no hit","8-3 FA"
"418","CARM1",-0.22204451,0.169642048,"no hit","8-3 FA"
"419","RUVBL2",-0.174720465,0.170922408,"no hit","8-3 FA"
"420","NIP7",0.296466872,0.170987527,"no hit","8-3 FA"
"421","DPP7",0.239440399,0.17164023,"no hit","8-3 FA"
"422","NT5C2",-0.379794232,0.171729614,"no hit","8-3 FA"
"423","DYNC1LI1",-0.227940971,0.171894153,"no hit","8-3 FA"
"424","PDCD6IP",-0.260750734,0.172160646,"no hit","8-3 FA"
"425","CPSF2",0.215403525,0.172364255,"no hit","8-3 FA"
"426","TAGLN2",-0.362453151,0.173597131,"no hit","8-3 FA"
"427","PYGL",-0.165711405,0.173740541,"no hit","8-3 FA"
"428","TROVE2",-0.261938229,0.173951547,"no hit","8-3 FA"
"429","SERPINH1",0.180621449,0.174540797,"no hit","8-3 FA"
"430","EIF5A2|EIF5A|EIF5AL1",-0.324436995,0.175983949,"no hit","8-3 FA"
"431","PPP1R9B",0.1892304,0.176049979,"no hit","8-3 FA"
"432","GLUD1",0.211614807,0.182640173,"no hit","8-3 FA"
"433","CTPS1",-0.316242423,0.182826911,"no hit","8-3 FA"
"434","RPS8",-0.197135297,0.182889253,"no hit","8-3 FA"
"435","RPS2",-0.463220519,0.183321324,"no hit","8-3 FA"
"436","COPA",-0.144771292,0.185932326,"no hit","8-3 FA"
"437","MARS",-0.138385228,0.186854633,"no hit","8-3 FA"
"438","HSPA8",-0.225427194,0.187598073,"no hit","8-3 FA"
"439","HAT1",-0.204043582,0.187973093,"no hit","8-3 FA"
"440","CDC123",-0.21601302,0.18843735,"no hit","8-3 FA"
"441","PCK2",0.18696761,0.189297647,"no hit","8-3 FA"
"442","HIST1H1E|HIST1H1D|HIST1H1C",0.259849053,0.190807142,"no hit","8-3 FA"
"443","TRMT10C",0.320028741,0.191694239,"no hit","8-3 FA"
"444","NUP160",0.33718201,0.191896392,"no hit","8-3 FA"
"445","PMM2",-0.28235583,0.192561675,"no hit","8-3 FA"
"446","SPAG9",-0.246127839,0.193249475,"no hit","8-3 FA"
"447","UHRF1",0.267801501,0.194974375,"no hit","8-3 FA"
"448","KIF20B",0.181911195,0.195044068,"no hit","8-3 FA"
"449","PHYHIPL",-0.189087557,0.195085435,"no hit","8-3 FA"
"450","MRPL19",0.214212796,0.195706703,"no hit","8-3 FA"
"451","EEF1G",-0.262137607,0.196579211,"no hit","8-3 FA"
"452","SDF4",0.179516642,0.196728061,"no hit","8-3 FA"
"453","CTSB",0.230031826,0.197772661,"no hit","8-3 FA"
"454","LRRC15",0.282186378,0.198390331,"no hit","8-3 FA"
"455","GLOD4",-0.372675349,0.199052789,"no hit","8-3 FA"
"456","SKIV2L2",0.200380143,0.200749892,"no hit","8-3 FA"
"457","GANAB",0.157352938,0.201057494,"no hit","8-3 FA"
"458","PSMB5",-0.162505599,0.201524988,"no hit","8-3 FA"
"459","GFM1",0.197364035,0.201943394,"no hit","8-3 FA"
"460","UCHL1",-0.522486105,0.204483885,"no hit","8-3 FA"
"461","TTC38",-0.310095715,0.204538375,"no hit","8-3 FA"
"462","UTP4",0.279848801,0.204892853,"no hit","8-3 FA"
"463","SRGAP2",-0.165417711,0.205859546,"no hit","8-3 FA"
"464","PPP4C",-0.197241817,0.206690139,"no hit","8-3 FA"
"465","XPO7",-0.175634613,0.207050323,"no hit","8-3 FA"
"466","GOLGB1",0.214101465,0.207921455,"no hit","8-3 FA"
"467","RRBP1",0.147685734,0.20833144,"no hit","8-3 FA"
"468","NUP107",0.295900788,0.208383143,"no hit","8-3 FA"
"469","MYL6",-0.263065288,0.208627839,"no hit","8-3 FA"
"470","RMDN1",0.13607362,0.208629494,"no hit","8-3 FA"
"471","PC",0.155196392,0.209488644,"no hit","8-3 FA"
"472","EXOSC7",0.23640113,0.210620063,"no hit","8-3 FA"
"473","CKAP4",0.189385012,0.210626988,"no hit","8-3 FA"
"474","YWHAZ",-0.393859096,0.211502817,"no hit","8-3 FA"
"475","ETFA",-0.17137482,0.21162823,"no hit","8-3 FA"
"476","PGD",-0.303008101,0.212857845,"no hit","8-3 FA"
"477","EIF3K",-0.149674588,0.214079931,"no hit","8-3 FA"
"478","NUDT21",0.159606049,0.21448721,"no hit","8-3 FA"
"479","LONP1",0.270838225,0.215965756,"no hit","8-3 FA"
"480","RPL9",-0.260141342,0.216294481,"no hit","8-3 FA"
"481","PTBP1",0.166758594,0.217273772,"no hit","8-3 FA"
"482","RTCB",-0.168019548,0.218559209,"no hit","8-3 FA"
"483","BLMH",-0.247133767,0.219011972,"no hit","8-3 FA"
"484","GOT1",-0.267766975,0.219798877,"no hit","8-3 FA"
"485","H2AFY",0.160478396,0.220427831,"no hit","8-3 FA"
"486","TCEB2",-0.227130942,0.220589727,"no hit","8-3 FA"
"487","MANBA",0.219799387,0.220892145,"no hit","8-3 FA"
"488","COPE",-0.166860282,0.22252818,"no hit","8-3 FA"
"489","YLPM1",0.16637838,0.224369694,"no hit","8-3 FA"
"490","PITRM1",0.233258066,0.22494409,"no hit","8-3 FA"
"491","PSMB2",-0.160529156,0.225180474,"no hit","8-3 FA"
"492","DLAT",0.145907916,0.225818438,"no hit","8-3 FA"
"493","SF3A3",0.235771411,0.226345962,"no hit","8-3 FA"
"494","TBRG4",0.264234956,0.226499892,"no hit","8-3 FA"
"495","LSS",0.424986545,0.226806596,"no hit","8-3 FA"
"496","ADSL",-0.279679697,0.226864517,"no hit","8-3 FA"
"497","YWHAG",-0.32652756,0.227582524,"no hit","8-3 FA"
"498","LAMC1",0.143813766,0.228233148,"no hit","8-3 FA"
"499","VCP",-0.183544537,0.228443112,"no hit","8-3 FA"
"500","TRIM28",-0.135491386,0.22884379,"no hit","8-3 FA"
"501","ZYX",-0.40753875,0.229478187,"no hit","8-3 FA"
"502","CYP3A5",0.2321622,0.230117499,"no hit","8-3 FA"
"503","LARS",-0.132357389,0.230515332,"no hit","8-3 FA"
"504","NAE1",-0.285948291,0.231784015,"no hit","8-3 FA"
"505","SND1",0.253663044,0.232042506,"no hit","8-3 FA"
"506","CBR1",-0.36756999,0.232184215,"no hit","8-3 FA"
"507","CNPY3",0.128734037,0.232262599,"no hit","8-3 FA"
"508","AP2M1",0.191037986,0.233012267,"no hit","8-3 FA"
"509","PSMA4",-0.188776107,0.234130711,"no hit","8-3 FA"
"510","UGGT1",0.142567684,0.234176644,"no hit","8-3 FA"
"511","EIF4A3",0.134996769,0.234347318,"no hit","8-3 FA"
"512","RCN2",0.290084223,0.23559629,"no hit","8-3 FA"
"513","NUP188",0.266787949,0.236720317,"no hit","8-3 FA"
"514","PA2G4",-0.142377838,0.237656316,"no hit","8-3 FA"
"515","MSH2",-0.141166775,0.239075149,"no hit","8-3 FA"
"516","ANXA5",-0.778432182,0.239293952,"no hit","8-3 FA"
"517","HARS",-0.273672344,0.239390482,"no hit","8-3 FA"
"518","TOP2A",0.299997299,0.239675309,"no hit","8-3 FA"
"519","ENO3",-0.300179957,0.239717237,"no hit","8-3 FA"
"520","ATP5B",0.172489952,0.242134728,"no hit","8-3 FA"
"521","CAND1",-0.148650857,0.243014146,"no hit","8-3 FA"
"522","PSMB7",-0.255423607,0.244322236,"no hit","8-3 FA"
"523","NPM1",0.221813236,0.24434623,"no hit","8-3 FA"
"524","CHERP",0.180491953,0.24478375,"no hit","8-3 FA"
"525","PSME2",-0.194099476,0.245044365,"no hit","8-3 FA"
"526","DSTN",-0.204974123,0.245523383,"no hit","8-3 FA"
"527","SKP1",-0.269340602,0.24555551,"no hit","8-3 FA"
"528","RAB11A|RAB11B",-0.153845482,0.250992382,"no hit","8-3 FA"
"529","ILF2",0.248144998,0.251172343,"no hit","8-3 FA"
"530","ADH5",-0.291938943,0.252772489,"no hit","8-3 FA"
"531","POFUT2",0.243112532,0.254047895,"no hit","8-3 FA"
"532","ATP6V1A",0.132585433,0.254816037,"no hit","8-3 FA"
"533","CUL3",-0.141971844,0.256471509,"no hit","8-3 FA"
"534","GRPEL1",-0.169573622,0.257345276,"no hit","8-3 FA"
"535","CDK2",-0.177123857,0.259405063,"no hit","8-3 FA"
"536","NAA16",0.127114305,0.260009632,"no hit","8-3 FA"
"537","NDUFV1",0.14990918,0.264128366,"no hit","8-3 FA"
"538","HIST1H4A",0.201892227,0.264339998,"no hit","8-3 FA"
"539","H6PD",0.187176949,0.266186037,"no hit","8-3 FA"
"540","PPP1R7",-0.359191245,0.26641936,"no hit","8-3 FA"
"541","OLA1",-0.134617984,0.266630374,"no hit","8-3 FA"
"542","HNRNPA2B1",0.186168044,0.267805867,"no hit","8-3 FA"
"543","BCAT1",-0.411617724,0.267955165,"no hit","8-3 FA"
"544","HNRNPA3",0.129263416,0.269503253,"no hit","8-3 FA"
"545","ACAA2",0.189719193,0.269661974,"no hit","8-3 FA"
"546","EIF3F",-0.147755077,0.271996634,"no hit","8-3 FA"
"547","RPS5",-0.161892635,0.272747524,"no hit","8-3 FA"
"548","PRPF19",0.149643444,0.272856675,"no hit","8-3 FA"
"549","PYGB",-0.172336832,0.273133409,"no hit","8-3 FA"
"550","ESD",-0.350126916,0.273432883,"no hit","8-3 FA"
"551","SEH1L",0.118393988,0.273761561,"no hit","8-3 FA"
"552","ALDH6A1",0.157371532,0.273799065,"no hit","8-3 FA"
"553","LTA4H",-0.246119232,0.274312566,"no hit","8-3 FA"
"554","CFL1",-0.18874281,0.274920225,"no hit","8-3 FA"
"555","CORO1C",0.134600679,0.27507073,"no hit","8-3 FA"
"556","GPI",-0.311729144,0.275210593,"no hit","8-3 FA"
"557","MYL12A|MYL12B",-0.28545515,0.276091147,"no hit","8-3 FA"
"558","CAPN1",-0.182608821,0.277469947,"no hit","8-3 FA"
"559","CALR",-0.325165145,0.278846325,"no hit","8-3 FA"
"560","TBCD",0.304779408,0.279046866,"no hit","8-3 FA"
"561","ABCF2",-0.164322155,0.27941391,"no hit","8-3 FA"
"562","PSMC2",-0.124236264,0.279684739,"no hit","8-3 FA"
"563","GOLGA2",0.180961754,0.28026109,"no hit","8-3 FA"
"564","9-Sep",-0.165222759,0.282112699,"no hit","8-3 FA"
"565","PRPF8",0.147924864,0.28259244,"no hit","8-3 FA"
"566","CAT",0.274720755,0.282890616,"no hit","8-3 FA"
"567","ABR",0.141894035,0.283606066,"no hit","8-3 FA"
"568","BASP1",-0.204626747,0.283806412,"no hit","8-3 FA"
"569","PSMD1",-0.127135559,0.283966331,"no hit","8-3 FA"
"570","ARMT1",-0.235843136,0.284892021,"no hit","8-3 FA"
"571","MTA1",0.344502239,0.285127126,"no hit","8-3 FA"
"572","SPATA20",0.15045118,0.287106189,"no hit","8-3 FA"
"573","HCFC1",0.173131386,0.288168307,"no hit","8-3 FA"
"574","PSMD5",-0.160520695,0.288604757,"no hit","8-3 FA"
"575","RABGGTB",-0.224830021,0.289475061,"no hit","8-3 FA"
"576","STAT1",-0.235957053,0.28954907,"no hit","8-3 FA"
"577","UBE2N",-0.195693435,0.289678042,"no hit","8-3 FA"
"578","BCAT2",0.19023348,0.289997622,"no hit","8-3 FA"
"579","KPNA1",-0.105843817,0.291376282,"no hit","8-3 FA"
"580","EFL1",-0.221360677,0.291536354,"no hit","8-3 FA"
"581","WDR1",-0.173354854,0.292785031,"no hit","8-3 FA"
"582","RIF1",0.277406868,0.293925882,"no hit","8-3 FA"
"583","DPYSL2",-0.223057366,0.294084912,"no hit","8-3 FA"
"584","GPS1",-0.138812114,0.295454769,"no hit","8-3 FA"
"585","CLPX",0.204026117,0.298650713,"no hit","8-3 FA"
"586","ZFR",0.114805319,0.298774323,"no hit","8-3 FA"
"587","NUP155",0.156490753,0.299012432,"no hit","8-3 FA"
"588","EEF2",-0.317899617,0.299739991,"no hit","8-3 FA"
"589","PFN2",-0.215437546,0.299819032,"no hit","8-3 FA"
"590","VBP1",-0.232250404,0.304055178,"no hit","8-3 FA"
"591","DNAJA2",-0.152314713,0.305274592,"no hit","8-3 FA"
"592","ILF3",0.164811378,0.306087411,"no hit","8-3 FA"
"593","CTSA",0.135623906,0.306235014,"no hit","8-3 FA"
"594","PRMT1",-0.104549354,0.306445325,"no hit","8-3 FA"
"595","NUP93",0.165943967,0.308599162,"no hit","8-3 FA"
"596","THOP1",-0.264357373,0.308850996,"no hit","8-3 FA"
"597","DST",0.175108877,0.308969166,"no hit","8-3 FA"
"598","DBN1",-0.155519697,0.30911319,"no hit","8-3 FA"
"599","CUL4A",0.134062828,0.310756522,"no hit","8-3 FA"
"600","MAT2A",-0.282138644,0.310850991,"no hit","8-3 FA"
"601","DIABLO",0.235284679,0.311033165,"no hit","8-3 FA"
"602","PLOD3",0.127712569,0.311631867,"no hit","8-3 FA"
"603","XRCC6",-0.122460427,0.312632066,"no hit","8-3 FA"
"604","PREP",-0.172453361,0.313274322,"no hit","8-3 FA"
"605","SMARCA5",0.231460729,0.313493596,"no hit","8-3 FA"
"606","ACBD3",-0.140820739,0.315953087,"no hit","8-3 FA"
"607","SEC24C",0.115653349,0.31633971,"no hit","8-3 FA"
"608","HSPE1",0.182215857,0.316443628,"no hit","8-3 FA"
"609","ATP1A1",0.273927159,0.318742037,"no hit","8-3 FA"
"610","CUL5",-0.163747194,0.318748628,"no hit","8-3 FA"
"611","CDK5RAP3",0.185088375,0.318860615,"no hit","8-3 FA"
"612","GDI1",-0.297169709,0.320550654,"no hit","8-3 FA"
"613","AKR1B1",-0.406745929,0.321095086,"no hit","8-3 FA"
"614","RPS3A",-0.145224213,0.321722513,"no hit","8-3 FA"
"615","BZW1",-0.146942932,0.324273005,"no hit","8-3 FA"
"616","DCTN2",-0.142733011,0.324822192,"no hit","8-3 FA"
"617","ANXA4",-0.575671876,0.326642677,"no hit","8-3 FA"
"618","NUCB1",0.16435538,0.326810882,"no hit","8-3 FA"
"619","PGM2",-0.230493569,0.327345955,"no hit","8-3 FA"
"620","CLTC",0.178432467,0.328631976,"no hit","8-3 FA"
"621","PPL",0.155614533,0.3315657,"no hit","8-3 FA"
"622","S100A6",-0.384031069,0.331806307,"no hit","8-3 FA"
"623","INTS1",0.353580927,0.331858207,"no hit","8-3 FA"
"624","PGAM5",0.25777298,0.333003444,"no hit","8-3 FA"
"625","UBR4",-0.132486594,0.333650978,"no hit","8-3 FA"
"626","EIF3I",-0.134481129,0.334414052,"no hit","8-3 FA"
"627","IPO9",-0.113357801,0.334834535,"no hit","8-3 FA"
"628","LARP1",-0.152173564,0.335527081,"no hit","8-3 FA"
"629","UBA6",-0.172030581,0.336130908,"no hit","8-3 FA"
"630","RPL3",-0.147362762,0.336483842,"no hit","8-3 FA"
"631","APLP2",-0.153501385,0.337605647,"no hit","8-3 FA"
"632","LSM8",0.136924743,0.337774294,"no hit","8-3 FA"
"633","ANXA2",0.170722759,0.338377503,"no hit","8-3 FA"
"634","U2SURP",0.178951557,0.338424453,"no hit","8-3 FA"
"635","IGF2BP3",-0.154470271,0.340389204,"no hit","8-3 FA"
"636","MYH10",-0.203895173,0.340870224,"no hit","8-3 FA"
"637","CAPZB",-0.108065793,0.341309635,"no hit","8-3 FA"
"638","COPS6",-0.134229737,0.342298605,"no hit","8-3 FA"
"639","MYO1B",0.197219348,0.342709075,"no hit","8-3 FA"
"640","MCM7",-0.237019102,0.343368171,"no hit","8-3 FA"
"641","AAMP",-0.304690534,0.3450062,"no hit","8-3 FA"
"642","EIF6",-0.14861547,0.347201359,"no hit","8-3 FA"
"643","PRDX2",-0.30601394,0.347202232,"no hit","8-3 FA"
"644","PTER",-0.19577308,0.347575676,"no hit","8-3 FA"
"645","GRB2",-0.199741295,0.347778653,"no hit","8-3 FA"
"646","PSPC1",0.09364009,0.35090681,"no hit","8-3 FA"
"647","SCIN",-0.167415023,0.351693053,"no hit","8-3 FA"
"648","DLD",0.144660962,0.353162264,"no hit","8-3 FA"
"649","QARS",-0.134206665,0.353510441,"no hit","8-3 FA"
"650","NUP85",0.164450051,0.355198518,"no hit","8-3 FA"
"651","RPL17|RPL17-C18orf32",-0.146179346,0.357498599,"no hit","8-3 FA"
"652","FTO",-0.242502426,0.359141798,"no hit","8-3 FA"
"653","HMGN1",0.168865793,0.35984885,"no hit","8-3 FA"
"654","SRSF11",-0.269037808,0.360441557,"no hit","8-3 FA"
"655","SYNE2",0.318895253,0.360733746,"no hit","8-3 FA"
"656","TRIP11",0.117691718,0.364948011,"no hit","8-3 FA"
"657","MATR3",0.119604368,0.365340529,"no hit","8-3 FA"
"658","PRPF4",0.239712136,0.366805753,"no hit","8-3 FA"
"659","TXNRD1",-0.1758066,0.367149654,"no hit","8-3 FA"
"660","POLR2B",0.193054644,0.371647602,"no hit","8-3 FA"
"661","SRM",-0.354831174,0.372386259,"no hit","8-3 FA"
"662","CENPV",0.222291764,0.373317474,"no hit","8-3 FA"
"663","SF3B2",0.164380357,0.374024124,"no hit","8-3 FA"
"664","RBM39",0.128300789,0.374238305,"no hit","8-3 FA"
"665","PCM1",0.17223433,0.375135602,"no hit","8-3 FA"
"666","PARVA",-0.113497548,0.378694169,"no hit","8-3 FA"
"667","HSPA1B|HSPA1A",-0.156690273,0.37962604,"no hit","8-3 FA"
"668","CENPF",0.142078189,0.380171186,"no hit","8-3 FA"
"669","STAT3",-0.100582534,0.380234836,"no hit","8-3 FA"
"670","NUP98",0.211000029,0.382732965,"no hit","8-3 FA"
"671","SEC23A",-0.128257652,0.382976102,"no hit","8-3 FA"
"672","CTNNA1",0.251936579,0.383366509,"no hit","8-3 FA"
"673","TIMM44",0.229922607,0.387406411,"no hit","8-3 FA"
"674","AP2B1",0.127488762,0.387850687,"no hit","8-3 FA"
"675","GNAS",0.333699816,0.387879827,"no hit","8-3 FA"
"676","PCYT2",-0.189124594,0.388102068,"no hit","8-3 FA"
"677","GALK2",-0.259641556,0.39107763,"no hit","8-3 FA"
"678","CBX1",0.1483953,0.391266426,"no hit","8-3 FA"
"679","KHSRP",0.094224011,0.391351627,"no hit","8-3 FA"
"680","CRLF3",-0.121284611,0.39135745,"no hit","8-3 FA"
"681","TXN",-0.20592298,0.395205391,"no hit","8-3 FA"
"682","ARPC1B",-0.135115087,0.396403553,"no hit","8-3 FA"
"683","TTF2",-0.115883357,0.39689132,"no hit","8-3 FA"
"684","NUP214",0.109713102,0.400052683,"no hit","8-3 FA"
"685","CSTF3",0.109874921,0.400995849,"no hit","8-3 FA"
"686","RNH1",-0.2567313,0.401659045,"no hit","8-3 FA"
"687","CHD3",-0.107377152,0.402708355,"no hit","8-3 FA"
"688","PDIA3",0.120873877,0.403041084,"no hit","8-3 FA"
"689","TOP2B",0.124046016,0.403166463,"no hit","8-3 FA"
"690","SPTAN1",0.106748312,0.403708544,"no hit","8-3 FA"
"691","HNRNPL",0.12808771,0.404110705,"no hit","8-3 FA"
"692","7-Sep",-0.123607186,0.40492475,"no hit","8-3 FA"
"693","NME1-NME2|NME2",-0.150047358,0.405390536,"no hit","8-3 FA"
"694","MRPL12",0.105817637,0.406692729,"no hit","8-3 FA"
"695","PPP3CA",-0.143724817,0.407036225,"no hit","8-3 FA"
"696","PFKP",-0.246893697,0.407681413,"no hit","8-3 FA"
"697","DLG1",0.098203456,0.409024209,"no hit","8-3 FA"
"698","PSMD8",0.10847444,0.409350866,"no hit","8-3 FA"
"699","HNRNPU",0.170738473,0.4105896,"no hit","8-3 FA"
"700","TTLL12",-0.151781588,0.411380764,"no hit","8-3 FA"
"701","DNAJA1",-0.138588574,0.412734486,"no hit","8-3 FA"
"702","GPT2",0.123963474,0.412851481,"no hit","8-3 FA"
"703","PRKDC",0.187417661,0.413072785,"no hit","8-3 FA"
"704","HIP1",-0.099864061,0.413932455,"no hit","8-3 FA"
"705","IQGAP1",-0.116873219,0.41521519,"no hit","8-3 FA"
"706","NUP205",0.136976795,0.415442481,"no hit","8-3 FA"
"707","GUSB",0.109975737,0.416628331,"no hit","8-3 FA"
"708","TKT",-0.28362859,0.416899514,"no hit","8-3 FA"
"709","CNOT1",0.131871939,0.417381347,"no hit","8-3 FA"
"710","CSPG4",0.108307904,0.417924177,"no hit","8-3 FA"
"711","KDELC1",0.349464657,0.418141289,"no hit","8-3 FA"
"712","CTSD",0.324242322,0.418510852,"no hit","8-3 FA"
"713","NUTF2",-0.15659272,0.420269201,"no hit","8-3 FA"
"714","PHGDH",-0.410172505,0.420292059,"no hit","8-3 FA"
"715","DHX15",0.108555249,0.421029291,"no hit","8-3 FA"
"716","ALDH2",0.108278348,0.421633346,"no hit","8-3 FA"
"717","KHDRBS1",0.190176279,0.42211252,"no hit","8-3 FA"
"718","STRN3",-0.131574157,0.422764844,"no hit","8-3 FA"
"719","BAZ1B",0.160550784,0.423857784,"no hit","8-3 FA"
"720","BLVRA",-0.193760454,0.424281909,"no hit","8-3 FA"
"721","PRDX4",0.165315709,0.425246623,"no hit","8-3 FA"
"722","NENF",0.247237877,0.426489924,"no hit","8-3 FA"
"723","GOLIM4",-0.155627559,0.427827003,"no hit","8-3 FA"
"724","SCFD1",0.101255707,0.431039106,"no hit","8-3 FA"
"725","GTF2I",0.160387916,0.431838806,"no hit","8-3 FA"
"726","SIAE",0.167876705,0.432012301,"no hit","8-3 FA"
"727","HSPE1-MOB4",-0.113598517,0.432538693,"no hit","8-3 FA"
"728","USP9X",-0.078466703,0.433012629,"no hit","8-3 FA"
"729","USP7",0.114552062,0.433216975,"no hit","8-3 FA"
"730","C7orf55-LUC7L2|LUC7L2|C7orf55",0.173191833,0.433640933,"no hit","8-3 FA"
"731","SUPT6H",0.1281055,0.433728646,"no hit","8-3 FA"
"732","LACTB2",0.111681287,0.434175116,"no hit","8-3 FA"
"733","RPS4X",-0.133410486,0.435276133,"no hit","8-3 FA"
"734","MDH1",-0.178440239,0.435432183,"no hit","8-3 FA"
"735","NPC2",0.194451211,0.436694586,"no hit","8-3 FA"
"736","RSL1D1",0.099342398,0.438223211,"no hit","8-3 FA"
"737","RAP1GDS1",-0.171481524,0.438435497,"no hit","8-3 FA"
"738","ITGB1",0.14525952,0.439515867,"no hit","8-3 FA"
"739","LAS1L",0.152923721,0.43985266,"no hit","8-3 FA"
"740","NUP88",0.116915223,0.439890526,"no hit","8-3 FA"
"741","CARS",-0.195504143,0.440234647,"no hit","8-3 FA"
"742","TXNDC5",0.086319819,0.442303681,"no hit","8-3 FA"
"743","BOP1",0.120630325,0.442419642,"no hit","8-3 FA"
"744","MCM3",-0.195044645,0.446188157,"no hit","8-3 FA"
"745","EFHD2",-0.147194836,0.449968752,"no hit","8-3 FA"
"746","RFC3",0.103210525,0.451327275,"no hit","8-3 FA"
"747","ACTR2",0.078734513,0.451694642,"no hit","8-3 FA"
"748","RPS6KA3",-0.111863565,0.45236692,"no hit","8-3 FA"
"749","GSR",0.116203737,0.452383902,"no hit","8-3 FA"
"750","OPA1",0.121572379,0.453379088,"no hit","8-3 FA"
"751","SEC16A",0.158496428,0.453511005,"no hit","8-3 FA"
"752","H1F0",0.155458709,0.453848085,"no hit","8-3 FA"
"753","SHMT1",-0.109700208,0.456668953,"no hit","8-3 FA"
"754","MCM6",-0.172647368,0.458134483,"no hit","8-3 FA"
"755","GBAS",0.181515875,0.459188399,"no hit","8-3 FA"
"756","PPIB",0.176846718,0.460112204,"no hit","8-3 FA"
"757","COPB2",-0.104788927,0.460402049,"no hit","8-3 FA"
"758","FSCN1",-0.291712049,0.462295239,"no hit","8-3 FA"
"759","RPS3",-0.097550884,0.46450873,"no hit","8-3 FA"
"760","SYNCRIP",-0.102635316,0.464580826,"no hit","8-3 FA"
"761","ERP44",0.160693029,0.465149416,"no hit","8-3 FA"
"762","CTNNB1",0.221945767,0.46552494,"no hit","8-3 FA"
"763","SERPINE1",0.267177544,0.466516422,"no hit","8-3 FA"
"764","GALE",-0.166998422,0.471103072,"no hit","8-3 FA"
"765","PDE12",0.089018427,0.4716147,"no hit","8-3 FA"
"766","EDC4",-0.096141692,0.473252596,"no hit","8-3 FA"
"767","CKB",-0.230610456,0.473594191,"no hit","8-3 FA"
"768","MTHFD2",0.148416576,0.474675492,"no hit","8-3 FA"
"769","HNRNPM",0.104931294,0.475778249,"no hit","8-3 FA"
"770","COA7",-0.132548325,0.475975053,"no hit","8-3 FA"
"771","ACTR1A",-0.108323043,0.478169218,"no hit","8-3 FA"
"772","RANGAP1",-0.134748871,0.481804802,"no hit","8-3 FA"
"773","APP",0.098955536,0.483206675,"no hit","8-3 FA"
"774","DIEXF",0.090766347,0.48468163,"no hit","8-3 FA"
"775","RPL18",0.130765402,0.486377873,"no hit","8-3 FA"
"776","HEXIM1",0.093138308,0.487085274,"no hit","8-3 FA"
"777","RPL13A",0.10329664,0.487238192,"no hit","8-3 FA"
"778","FLII",-0.104537513,0.490791495,"no hit","8-3 FA"
"779","G6PD",-0.299269016,0.49411605,"no hit","8-3 FA"
"780","ACTN1",0.085896979,0.494201744,"no hit","8-3 FA"
"781","MAP2K2",-0.176257359,0.496122299,"no hit","8-3 FA"
"782","SRRT",0.091595021,0.496482053,"no hit","8-3 FA"
"783","SSRP1",-0.096637303,0.49687775,"no hit","8-3 FA"
"784","APEH",-0.223699933,0.498650759,"no hit","8-3 FA"
"785","HNRNPUL2-BSCL2|HNRNPUL2",0.078419528,0.49928055,"no hit","8-3 FA"
"786","AKR1B10",-0.32911865,0.499959323,"no hit","8-3 FA"
"787","PSAT1",-0.261612337,0.500477869,"no hit","8-3 FA"
"788","RAD50",0.081901842,0.501950207,"no hit","8-3 FA"
"789","AP1B1",-0.095505319,0.502851374,"no hit","8-3 FA"
"790","HNRNPAB",0.112967052,0.50826839,"no hit","8-3 FA"
"791","ADSS",-0.163631325,0.509017464,"no hit","8-3 FA"
"792","HEXA",0.131064151,0.509788789,"no hit","8-3 FA"
"793","GARS",-0.187502629,0.51072897,"no hit","8-3 FA"
"794","GFAP",0.100591529,0.511089546,"no hit","8-3 FA"
"795","CHD1",0.117454064,0.511217893,"no hit","8-3 FA"
"796","SDAD1",0.103481762,0.512434352,"no hit","8-3 FA"
"797","PDS5A",0.182439067,0.513151781,"no hit","8-3 FA"
